locality,property_type,bathrooms,bedrooms2,floor,furnished_status,brand_new,sqft,price
other,Apartment,2,3,2,Furnished,Resale,1250,7500000
other,Apartment,2,2,3,Semi-Furnished,Resale,1000,4800000
other,Residential House,4,2,0,Semi-Furnished,Resale,2600,9900000
other,Apartment,2,2,2,Semi-Furnished,Resale,937,5700000
other,Apartment,2,2,0,Semi-Furnished,Resale,1330,7325000
other,Apartment,2,2,1,Unfurnished,New Property,970,6000000
other,Apartment,2,2,5,Semi-Furnished,Resale,900,4500000
other,Apartment,1,1,0,Semi-Furnished,Resale,440,2200000
other,Apartment,3,3,2,Semi-Furnished,Resale,1400,7500000
other,Apartment,2,2,1,Semi-Furnished,Resale,950,4800000
other,Apartment,2,2,2,Unfurnished,New Property,900,4250000
other,Apartment,2,3,4,Semi-Furnished,Resale,1170,7200000
other,Builder Floor Apartment,2,2,2,Furnished,Resale,791,3600000
other,Apartment,3,3,2,Unfurnished,Resale,1567,7220000
other,Apartment,2,2,3,Semi-Furnished,Resale,850,4600000
other,Apartment,2,2,0,Semi-Furnished,Resale,1200,8500000
other,Apartment,2,2,2,Furnished,Resale,1000,5250000
other,Apartment,2,3,3,Furnished,Resale,1400,10000000
other,Apartment,2,2,1,Unfurnished,Resale,800,4500000
other,Apartment,2,3,2,Unfurnished,Resale,1490,10500000
other,Apartment,2,3,4,Semi-Furnished,Resale,1564,7500000
other,Apartment,3,3,2,Unfurnished,Resale,1700,11500000
other,Apartment,3,3,4,Furnished,Resale,1500,5500000
other,Apartment,2,2,5,Furnished,Resale,1240,7200000
other,Apartment,3,3,2,Furnished,New Property,2200,13000000
other,Apartment,2,2,0,Semi-Furnished,Resale,750,4500000
other,Residential House,3,4,0,Unfurnished,Resale,1600,10000000
other,Residential House,2,2,0,Unfurnished,Resale,1100,5600000
other,Apartment,2,2,4,Semi-Furnished,Resale,973,4500000
other,Builder Floor Apartment,2,2,4,Unfurnished,Resale,1150,6200000
other,Apartment,2,2,3,Unfurnished,Resale,700,4000000
other,Apartment,1,2,2,Semi-Furnished,Resale,742,3000000
other,Residential House,3,4,1,Unfurnished,Resale,2500,12500000
other,Apartment,2,3,3,Unfurnished,Resale,1100,4800000
other,Apartment,2,2,4,Semi-Furnished,Resale,900,3800000
other,Apartment,3,3,22,Semi-Furnished,Resale,1800,7200000
other,Apartment,3,3,19,Unfurnished,New Property,1790,12530000
other,Apartment,2,2,1,Unfurnished,Resale,1130,4500000
other,Residential House,6,2,1,Unfurnished,Resale,3000,13500000
other,Apartment,2,3,2,Unfurnished,Resale,1150,4160000
other,Apartment,2,2,3,Unfurnished,Resale,907,4500000
other,Apartment,2,2,4,Unfurnished,Resale,880,3950000
other,Apartment,2,2,1,Unfurnished,Resale,1187,6000000
other,Apartment,2,2,1,Semi-Furnished,Resale,800,3500000
other,Apartment,2,2,4,Unfurnished,Resale,960,4300000
other,Apartment,2,2,1,Unfurnished,Resale,900,4200000
other,Apartment,2,2,5,Unfurnished,Resale,1100,5300000
other,Apartment,2,2,4,Semi-Furnished,Resale,830,5500000
other,Apartment,4,3,1,Unfurnished,Resale,1400,7000000
other,Apartment,2,2,4,Semi-Furnished,Resale,1050,6100000
other,Apartment,2,2,3,Semi-Furnished,New Property,1000,6700000
other,Apartment,3,3,5,Unfurnished,Resale,1875,10312500
other,Apartment,2,2,3,Unfurnished,Resale,900,4000000
other,Apartment,2,2,3,Unfurnished,Resale,1065,6850000
other,Apartment,2,2,2,Semi-Furnished,Resale,1050,5000000
other,Residential House,4,4,0,Semi-Furnished,Resale,3500,13500000
other,Residential House,4,3,1,Unfurnished,Resale,1700,9000000
other,Apartment,2,2,3,Unfurnished,Resale,1000,4400000
other,Apartment,1,1,2,Semi-Furnished,Resale,400,1500000
other,Apartment,2,2,6,Semi-Furnished,Resale,1073,4500000
other,Apartment,2,2,4,Furnished,New Property,1050,7500000
other,Apartment,2,2,3,Unfurnished,Resale,1030,4500000
other,Residential House,2,2,0,Unfurnished,New Property,775,3600000
other,Apartment,2,2,4,Unfurnished,Resale,1122,7200000
other,Apartment,3,3,6,Semi-Furnished,Resale,1480,7500000
other,Apartment,2,2,1,Unfurnished,Resale,815,4500000
other,Apartment,3,3,5,Unfurnished,Resale,1454,10000000
other,Apartment,2,2,3,Semi-Furnished,Resale,1120,7280000
other,Apartment,2,2,4,Unfurnished,Resale,1350,7900000
other,Apartment,2,2,5,Unfurnished,Resale,940,3500000
other,Builder Floor Apartment,4,3,2,Unfurnished,Resale,1570,10000000
other,Apartment,2,2,2,Unfurnished,Resale,1000,3900000
other,Apartment,2,2,2,Semi-Furnished,Resale,925,5500000
other,Apartment,2,3,2,Unfurnished,Resale,900,4500000
other,Apartment,2,2,4,Unfurnished,Resale,900,4000000
other,Apartment,1,1,1,Unfurnished,Resale,300,1800000
other,Residential House,3,2,0,Unfurnished,Resale,1350,6200000
other,Builder Floor Apartment,2,2,2,Unfurnished,Resale,1100,5000000
other,Apartment,2,2,1,Unfurnished,Resale,1200,7800000
other,Apartment,3,3,3,Unfurnished,Resale,1425,6500000
other,Apartment,3,3,3,Semi-Furnished,New Property,1550,8600000
other,Apartment,2,2,1,Unfurnished,Resale,1000,4500000
other,Residential House,3,3,0,Unfurnished,Resale,2850,14500000
other,Apartment,2,2,3,Semi-Furnished,Resale,1000,4500000
other,Apartment,3,3,5,Semi-Furnished,Resale,1650,8000000
other,Apartment,3,2,1,Unfurnished,Resale,1275,5800000
other,Apartment,2,2,4,Unfurnished,Resale,1000,3700000
other,Builder Floor Apartment,2,3,4,Unfurnished,Resale,1180,6000000
other,Residential House,2,2,0,Unfurnished,New Property,1150,6200000
other,Apartment,2,2,4,Semi-Furnished,Resale,1090,5500000
other,Apartment,2,2,4,Semi-Furnished,Resale,1100,4500000
other,Apartment,3,3,5,Semi-Furnished,Resale,1520,6600000
other,Apartment,2,2,1,Furnished,Resale,990,6000000
other,Residential House,2,3,2,Unfurnished,Resale,1000,4500000
other,Residential House,2,2,0,Unfurnished,Resale,780,5600000
other,Builder Floor Apartment,3,3,5,Furnished,Resale,1560,6500000
other,Apartment,2,2,3,Unfurnished,Resale,1134,4600000
other,Residential House,4,4,1,Unfurnished,Resale,2400,12600000
other,Apartment,2,2,3,Unfurnished,New Property,1393,7000000
other,Apartment,2,2,3,Semi-Furnished,Resale,1100,4400000
other,Apartment,2,2,7,Semi-Furnished,Resale,1340,6700000
other,Apartment,2,2,3,Unfurnished,Resale,850,4650000
other,Apartment,2,2,5,Semi-Furnished,Resale,1000,4200000
other,Apartment,2,2,2,Unfurnished,Resale,1200,7100000
other,Builder Floor Apartment,2,2,3,Unfurnished,Resale,1250,7500000
other,Residential House,2,2,1,Unfurnished,Resale,1620,8500000
other,Apartment,2,3,5,Semi-Furnished,Resale,1250,6000000
other,Apartment,2,2,2,Unfurnished,Resale,950,3550000
other,Apartment,2,2,1,Semi-Furnished,Resale,1300,6000000
other,Apartment,2,2,3,Unfurnished,New Property,1065,5800000
other,Builder Floor Apartment,2,2,2,Unfurnished,Resale,1219,4500000
other,Apartment,2,2,2,Unfurnished,Resale,843,4500000
other,Apartment,3,3,5,Furnished,Resale,1375,9200000
other,Apartment,3,3,2,Unfurnished,New Property,1650,8200000
other,Apartment,2,2,0,Unfurnished,New Property,900,3998000
other,Apartment,2,2,2,Unfurnished,New Property,800,4540000
other,Apartment,2,2,4,Unfurnished,New Property,1205,5500000
other,Apartment,3,3,3,Unfurnished,New Property,1352,5915000
other,Builder Floor Apartment,2,2,2,Unfurnished,Resale,900,4500000
other,Builder Floor Apartment,2,3,3,Furnished,Resale,1210,7500000
other,Apartment,2,2,3,Unfurnished,New Property,1000,5000000
other,Apartment,1,1,0,Unfurnished,Resale,450,2000000
other,Builder Floor Apartment,2,2,2,Unfurnished,Resale,900,3500000
other,Apartment,3,3,4,Unfurnished,Resale,1690,9500000
other,Apartment,3,3,2,Furnished,Resale,1515,9000000
other,Apartment,2,2,2,Furnished,Resale,1125,7000000
other,Apartment,2,3,4,Semi-Furnished,Resale,1360,6500000
other,Apartment,2,3,2,Semi-Furnished,Resale,1260,5800000
other,Apartment,2,2,4,Unfurnished,Resale,1140,6000000
other,Apartment,2,2,1,Unfurnished,Resale,1035,4300000
other,Apartment,4,3,9,Semi-Furnished,Resale,2025,14500000
other,Apartment,2,2,0,Semi-Furnished,Resale,650,2500000
other,Apartment,1,1,2,Unfurnished,Resale,565,2550000
other,Apartment,2,2,2,Semi-Furnished,Resale,700,2500000
other,Apartment,2,3,2,Semi-Furnished,Resale,1250,5000000
other,Apartment,2,2,5,Semi-Furnished,Resale,1010,3800000
other,Apartment,3,3,5,Furnished,Resale,1402,6800000
other,Apartment,2,2,2,Unfurnished,Resale,1200,5500000
other,Apartment,3,4,6,Unfurnished,Resale,1900,8500000
other,Apartment,2,3,2,Furnished,Resale,1450,7000000
other,Builder Floor Apartment,1,1,1,Semi-Furnished,Resale,850,4200000
other,Apartment,2,3,3,Semi-Furnished,Resale,1350,6000000
other,Apartment,2,3,1,Furnished,Resale,1780,8500000
other,Apartment,2,2,2,Semi-Furnished,Resale,700,3500000
other,Builder Floor Apartment,2,2,3,Furnished,Resale,1260,8500000
other,Apartment,2,1,1,Unfurnished,Resale,660,2499999
other,Residential House,4,4,0,Semi-Furnished,Resale,2000,9500000
other,Apartment,2,2,0,Semi-Furnished,Resale,900,3500000
other,Apartment,2,2,2,Semi-Furnished,Resale,750,3500000
other,Apartment,2,2,4,Unfurnished,Resale,1350,5000000
other,Apartment,2,2,5,Unfurnished,Resale,1155,6700000
other,Apartment,2,2,2,Unfurnished,Resale,1100,6820000
other,Apartment,2,2,1,Unfurnished,Resale,900,5200000
other,Builder Floor Apartment,2,2,3,Unfurnished,Resale,1200,6000000
other,Residential House,3,3,0,Unfurnished,Resale,900,5500000
other,Apartment,2,3,0,Furnished,Resale,1200,5500000
other,Apartment,3,3,5,Furnished,Resale,1600,9800000
other,Apartment,2,2,1,Unfurnished,Resale,780,3000000
other,Apartment,2,3,3,Unfurnished,Resale,1257,7000000
other,Builder Floor Apartment,3,3,4,Unfurnished,Resale,1450,6600000
other,Apartment,2,2,2,Semi-Furnished,Resale,935,6000000
other,Apartment,2,3,3,Unfurnished,Resale,1585,10062000
other,Apartment,2,2,3,Semi-Furnished,Resale,850,4000000
other,Apartment,2,2,3,Semi-Furnished,Resale,800,2950000
other,Apartment,2,2,2,Furnished,Resale,1100,7200000
other,Residential House,2,2,1,Unfurnished,Resale,1200,8500000
other,Apartment,2,3,4,Furnished,Resale,1260,8000000
other,Builder Floor Apartment,2,2,1,Semi-Furnished,Resale,840,4500000
other,Apartment,2,2,0,Semi-Furnished,Resale,700,4500000
other,Apartment,2,2,2,Furnished,Resale,1135,8200000
other,Residential House,2,2,2,Furnished,Resale,1400,9500000
other,Apartment,2,2,5,Furnished,Resale,850,5600000
other,Apartment,2,2,3,Semi-Furnished,Resale,1135,8000000
other,Apartment,2,2,3,Semi-Furnished,Resale,930,3500000
other,Apartment,2,3,1,Semi-Furnished,Resale,1200,6500000
other,Builder Floor Apartment,3,3,1,Unfurnished,Resale,1800,10000000
other,Apartment,2,2,2,Furnished,Resale,1000,5000000
other,Apartment,1,1,3,Unfurnished,Resale,500,2000000
other,Builder Floor Apartment,2,3,2,Semi-Furnished,Resale,1280,6900000
other,Apartment,2,2,3,Furnished,Resale,600,3500000
other,Builder Floor Apartment,2,2,2,Unfurnished,Resale,1000,6000000
other,Apartment,3,3,2,Furnished,New Property,1568,7000000
other,Apartment,2,2,4,Semi-Furnished,Resale,600,3300000
other,Apartment,2,2,2,Semi-Furnished,Resale,750,3500000
other,Apartment,2,2,2,Unfurnished,Resale,980,4500000
other,Builder Floor Apartment,2,3,2,Furnished,Resale,1300,8000000
other,Apartment,2,2,0,Unfurnished,Resale,1000,5800000
other,Apartment,3,3,4,Unfurnished,Resale,2260,8500000
other,Builder Floor Apartment,2,2,1,Furnished,Resale,950,5500000
other,Apartment,2,2,0,Semi-Furnished,Resale,680,2800000
other,Residential House,6,5,0,Unfurnished,Resale,3400,13000000
other,Apartment,2,2,0,Unfurnished,New Property,1150,4550000
other,Builder Floor Apartment,2,2,4,Semi-Furnished,Resale,1150,7700000
other,Builder Floor Apartment,3,3,5,Furnished,Resale,1850,8000000
other,Apartment,2,1,1,Furnished,Resale,980,5200000
other,Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1075,5200000
other,Apartment,2,2,6,Unfurnished,Resale,1058,4500000
other,Apartment,2,2,1,Furnished,Resale,1150,4600000
other,Apartment,2,2,3,Semi-Furnished,New Property,1090,6000000
other,Apartment,3,3,13,Semi-Furnished,Resale,1652,7500000
other,Residential House,3,4,2,Unfurnished,Resale,1200,5900000
other,Apartment,1,1,2,Semi-Furnished,Resale,540,2800000
other,Apartment,2,2,3,Unfurnished,Resale,900,5000000
other,Apartment,2,2,4,Unfurnished,Resale,1200,5000000
other,Builder Floor Apartment,2,2,3,Semi-Furnished,Resale,1100,5500000
other,Apartment,6,3,3,Semi-Furnished,Resale,1475,8700000
other,Builder Floor Apartment,2,2,1,Unfurnished,Resale,1000,4500000
other,Apartment,1,1,2,Unfurnished,Resale,430,2400000
other,Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1175,5000000
other,Apartment,2,2,3,Furnished,Resale,980,4200000
other,Residential House,2,1,0,Semi-Furnished,Resale,900,5500000
other,Builder Floor Apartment,2,2,1,Unfurnished,Resale,1065,4700000
other,Apartment,2,2,6,Semi-Furnished,Resale,980,3700000
other,Apartment,2,2,4,Unfurnished,Resale,1000,3550000
other,Apartment,3,3,3,Unfurnished,Resale,1675,11000000
other,Apartment,2,2,2,Unfurnished,Resale,1100,5600000
other,Residential House,2,2,1,Semi-Furnished,Resale,2050,8500000
other,Apartment,2,2,4,Unfurnished,New Property,920,3456000
other,Apartment,3,3,1,Semi-Furnished,Resale,1489,6500000
other,Apartment,2,2,3,Furnished,Resale,916,3600000
other,Apartment,2,1,5,Semi-Furnished,Resale,686,2500000
other,Residential House,2,2,0,Semi-Furnished,Resale,900,4500000
other,Apartment,2,2,2,Unfurnished,Resale,1130,4518000
other,Apartment,2,2,3,Furnished,Resale,1000,4500000
other,Apartment,3,3,15,Unfurnished,Resale,1935,14000000
other,Apartment,3,2,2,Furnished,Resale,900,5000000
other,Apartment,2,2,3,Unfurnished,New Property,780,3100000
other,Builder Floor Apartment,2,2,2,Unfurnished,Resale,1250,5200000
other,Apartment,1,1,1,Unfurnished,Resale,600,2200000
other,Apartment,3,3,1,Unfurnished,Resale,1415,6850000
other,Residential House,2,5,0,Unfurnished,Resale,1750,9500000
other,Builder Floor Apartment,2,2,2,Unfurnished,Resale,1000,4500000
other,Apartment,2,2,1,Semi-Furnished,Resale,1175,4200000
other,Apartment,2,2,1,Semi-Furnished,Resale,1150,4500000
other,Apartment,2,2,4,Semi-Furnished,Resale,1125,7000000
other,Apartment,2,2,2,Unfurnished,Resale,1250,5400000
other,Apartment,1,1,1,Unfurnished,Resale,940,3800000
other,Apartment,2,2,1,Semi-Furnished,Resale,1030,6500000
other,Residential House,3,3,0,Unfurnished,Resale,2200,10000000
other,Apartment,2,3,1,Semi-Furnished,Resale,2296,12400000
other,Apartment,2,2,3,Furnished,Resale,850,3700000
other,Apartment,2,2,3,Unfurnished,Resale,875,4300000
other,Apartment,2,2,3,Semi-Furnished,Resale,1050,7000000
other,Apartment,2,2,4,Furnished,Resale,1282,7600000
other,Apartment,2,3,1,Semi-Furnished,Resale,1402,6800000
other,Apartment,2,3,1,Unfurnished,Resale,1300,6500000
other,Apartment,2,2,10,Unfurnished,Resale,1364,9500000
other,Apartment,2,2,3,Unfurnished,Resale,800,4000000
other,Apartment,2,2,2,Unfurnished,Resale,750,3800000
other,Apartment,2,2,3,Furnished,Resale,1000,4000000
other,Builder Floor Apartment,1,1,4,Unfurnished,Resale,506,3500000
other,Apartment,2,2,2,Unfurnished,Resale,1250,5625000
other,Apartment,2,2,2,Unfurnished,New Property,850,5000000
other,Apartment,2,3,2,Semi-Furnished,Resale,1262,6941000
other,Builder Floor Apartment,2,2,3,Furnished,Resale,735,4000000
other,Residential House,3,3,1,Unfurnished,Resale,2500,9900000
other,Apartment,2,2,4,Furnished,Resale,1080,5200000
other,Apartment,2,2,3,Unfurnished,New Property,1100,5000000
other,Apartment,2,2,3,Unfurnished,Resale,750,3500000
other,Residential House,3,2,0,Semi-Furnished,Resale,1500,9000000
other,Apartment,3,4,3,Furnished,Resale,1500,8000000
other,Apartment,3,3,2,Unfurnished,Resale,1410,6800000
other,Residential House,2,3,0,Furnished,Resale,1200,7500000
other,Apartment,2,2,4,Unfurnished,Resale,1100,6500000
other,Apartment,2,2,3,Semi-Furnished,New Property,1150,5900000
other,Apartment,2,2,1,Unfurnished,Resale,1018,6000000
other,Apartment,2,2,1,Unfurnished,Resale,1000,4000000
other,Apartment,3,4,1,Unfurnished,Resale,1300,7500000
other,Apartment,2,2,3,Furnished,Resale,980,4200000
other,Apartment,2,2,0,Semi-Furnished,Resale,750,3500000
other,Builder Floor Apartment,2,2,1,Furnished,Resale,1100,4060000
other,Apartment,2,2,5,Unfurnished,Resale,1235,5000000
other,Builder Floor Apartment,2,2,1,Unfurnished,Resale,1100,5000000
other,Residential House,3,2,0,Unfurnished,Resale,900,4500000
other,Apartment,1,1,0,Semi-Furnished,Resale,600,2200000
other,Apartment,2,2,5,Semi-Furnished,Resale,1024,4000000
other,Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1080,5500000
other,Apartment,2,2,1,Semi-Furnished,Resale,1100,4600000
other,Apartment,3,3,0,Unfurnished,Resale,1780,9500000
other,Residential House,2,2,0,Unfurnished,Resale,1400,8500000
other,Apartment,3,4,2,Unfurnished,Resale,1450,6000000
other,Residential House,8,7,2,Unfurnished,Resale,3600,13600000
other,Builder Floor Apartment,2,2,2,Furnished,Resale,960,3500000
other,Apartment,2,3,2,Semi-Furnished,Resale,1500,7000000
other,Builder Floor Apartment,3,3,3,Semi-Furnished,Resale,2100,11000000
other,Apartment,2,2,4,Semi-Furnished,New Property,1200,5600000
other,Apartment,2,2,3,Semi-Furnished,Resale,1000,4000000
other,Residential House,2,2,0,Unfurnished,Resale,1000,3800000
other,Apartment,3,3,3,Semi-Furnished,Resale,1382,9000000
other,Apartment,3,3,5,Furnished,Resale,1600,9500000
other,Apartment,4,6,6,Semi-Furnished,Resale,3000,12000000
other,Apartment,2,2,1,Unfurnished,Resale,1075,6000000
other,Apartment,2,2,4,Furnished,Resale,1200,8400000
other,Apartment,2,2,3,Furnished,Resale,1100,6500000
other,Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1000,4000000
other,Apartment,3,3,3,Semi-Furnished,Resale,1275,4700000
other,Builder Floor Apartment,2,2,3,Unfurnished,Resale,1100,5000000
other,Apartment,2,2,5,Furnished,Resale,1200,6500000
other,Apartment,1,1,6,Semi-Furnished,Resale,465,2500000
other,Apartment,2,2,1,Semi-Furnished,Resale,950,6000000
other,Apartment,2,2,1,Furnished,Resale,1200,6500000
other,Apartment,2,2,1,Unfurnished,Resale,850,4500000
other,Apartment,2,2,3,Semi-Furnished,Resale,900,5500000
other,Apartment,2,2,1,Unfurnished,Resale,1050,4200000
other,Apartment,2,2,4,Semi-Furnished,Resale,1000,4950000
other,Apartment,2,2,3,Unfurnished,Resale,975,4300000
other,Apartment,2,2,5,Unfurnished,Resale,1220,6000000
other,Residential House,4,4,0,Furnished,Resale,2090,12600000
other,Builder Floor Apartment,2,2,3,Unfurnished,Resale,1600,6720000
other,Apartment,2,2,4,Unfurnished,New Property,990,5000000
other,Builder Floor Apartment,2,2,3,Semi-Furnished,Resale,1040,5000000
other,Residential House,4,4,0,Semi-Furnished,Resale,2700,13000000
other,Apartment,2,2,1,Furnished,Resale,1200,5500000
other,Apartment,2,2,1,Semi-Furnished,Resale,970,4600000
other,Apartment,3,3,3,Unfurnished,Resale,2150,13000000
other,Apartment,2,2,3,Unfurnished,Resale,1100,4400000
other,Apartment,2,2,14,Semi-Furnished,Resale,1290,9000000
other,Apartment,2,2,2,Semi-Furnished,Resale,1100,4200000
other,Apartment,1,1,0,Furnished,Resale,520,3250000
other,Apartment,2,2,2,Unfurnished,Resale,1050,4900000
other,Apartment,2,2,2,Furnished,Resale,900,6000000
other,Apartment,3,3,3,Unfurnished,Resale,1350,6200000
other,Apartment,2,2,0,Unfurnished,Resale,850,3552000
other,Apartment,2,2,3,Unfurnished,Resale,684,2866500
other,Apartment,2,3,0,Furnished,Resale,1350,5400000
other,Apartment,2,2,2,Semi-Furnished,Resale,960,6500000
other,Apartment,3,3,3,Furnished,Resale,1580,8000000
other,Apartment,2,2,2,Semi-Furnished,Resale,1200,7000000
other,Apartment,3,3,3,Unfurnished,Resale,1550,8925000
other,Apartment,2,2,1,Furnished,Resale,1197,4500000
other,Apartment,2,2,1,Semi-Furnished,Resale,1100,5200000
other,Apartment,2,2,3,Semi-Furnished,Resale,977,5600000
other,Apartment,4,4,5,Unfurnished,Resale,1653,7300000
other,Penthouse,2,2,3,Semi-Furnished,Resale,1080,4200000
other,Apartment,2,2,4,Unfurnished,Resale,1120,7500000
other,Apartment,2,3,3,Unfurnished,Resale,1250,8000000
other,Apartment,2,2,4,Semi-Furnished,Resale,1100,4000000
other,Builder Floor Apartment,2,3,5,Unfurnished,Resale,1415,5500000
other,Apartment,2,2,1,Unfurnished,New Property,1180,5500000
other,Apartment,2,2,3,Unfurnished,Resale,940,4000000
other,Residential House,6,6,0,Unfurnished,Resale,3300,14400000
other,Apartment,3,3,3,Unfurnished,Resale,1212,8200000
other,Apartment,2,2,4,Semi-Furnished,Resale,830,3500000
other,Apartment,3,3,2,Unfurnished,Resale,1574,7083000
other,Apartment,2,2,4,Furnished,Resale,1120,5600000
other,Apartment,1,1,3,Unfurnished,Resale,600,2200000
other,Residential House,4,4,0,Unfurnished,Resale,2500,14000000
other,Builder Floor Apartment,2,3,2,Unfurnished,Resale,1000,3600000
other,Apartment,2,2,3,Semi-Furnished,Resale,1135,7800000
other,Apartment,3,3,3,Semi-Furnished,Resale,1756,10500000
other,Builder Floor Apartment,2,3,2,Semi-Furnished,Resale,1280,6900000
other,Apartment,2,2,3,Furnished,New Property,1150,7000000
other,Apartment,1,2,1,Semi-Furnished,Resale,900,4000000
other,Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1095,5200000
other,Apartment,3,3,4,Semi-Furnished,Resale,1500,9000000
other,Apartment,2,2,1,Unfurnished,Resale,1100,6000000
other,Apartment,3,3,5,Furnished,Resale,1830,13000000
other,Apartment,2,2,2,Semi-Furnished,Resale,920,4400000
other,Residential House,4,5,1,Unfurnished,Resale,1800,6500000
other,Apartment,2,3,2,Semi-Furnished,Resale,1140,7900000
other,Apartment,2,2,3,Unfurnished,Resale,900,6500000
other,Apartment,3,3,5,Furnished,Resale,1485,8200000
other,Residential House,2,2,0,Semi-Furnished,Resale,1350,7500000
other,Apartment,2,2,1,Semi-Furnished,Resale,800,5500000
other,Apartment,2,2,3,Semi-Furnished,Resale,1075,4500000
other,Builder Floor Apartment,2,2,5,Furnished,Resale,1105,4500000
other,Apartment,2,2,3,Furnished,Resale,1150,7500000
other,Apartment,2,2,0,Unfurnished,Resale,895,3800000
other,Builder Floor Apartment,2,2,4,Unfurnished,Resale,1000,4000000
other,Apartment,1,1,4,Unfurnished,Resale,506,3500000
other,Apartment,2,2,2,Unfurnished,Resale,1350,6000000
other,Apartment,2,2,2,Semi-Furnished,Resale,650,3900000
other,Residential House,2,1,0,Furnished,Resale,600,3700000
other,Builder Floor Apartment,2,2,2,Unfurnished,Resale,1215,7200000
other,Apartment,2,2,3,Unfurnished,Resale,990,5000000
other,Apartment,1,1,3,Furnished,Resale,750,3400000
other,Apartment,2,2,3,Semi-Furnished,Resale,1050,5100000
other,Apartment,2,2,4,Semi-Furnished,Resale,1000,5600000
other,Apartment,3,3,3,Semi-Furnished,Resale,1660,9000000
other,Apartment,2,2,2,Unfurnished,New Property,1200,4740000
other,Apartment,2,2,2,Unfurnished,New Property,950,3780000
other,Apartment,2,2,2,Semi-Furnished,New Property,850,4500000
other,Apartment,3,3,3,Unfurnished,Resale,1920,13000000
other,Apartment,2,2,1,Semi-Furnished,Resale,950,5300000
other,Apartment,2,2,1,Furnished,Resale,1070,5000000
other,Builder Floor Apartment,1,1,1,Unfurnished,New Property,900,6000000
other,Apartment,3,3,1,Unfurnished,Resale,1750,10000000
other,Apartment,2,2,3,Unfurnished,Resale,870,4000000
other,Apartment,2,2,4,Unfurnished,New Property,1050,5000000
other,Apartment,2,2,1,Semi-Furnished,Resale,800,3000000
other,Apartment,2,2,1,Semi-Furnished,Resale,975,4300000
other,Apartment,3,3,5,Unfurnished,New Property,1880,13000000
other,Apartment,4,3,1,Semi-Furnished,Resale,2505,14000000
other,Apartment,2,2,1,Semi-Furnished,Resale,930,4500000
other,Apartment,2,2,5,Unfurnished,Resale,1070,5000000
other,Residential House,2,2,2,Semi-Furnished,Resale,648,2900000
other,Residential House,2,2,1,Unfurnished,Resale,1000,6100000
other,Apartment,2,3,1,Semi-Furnished,Resale,1100,6500000
other,Residential House,2,2,0,Unfurnished,New Property,2380,9000000
other,Apartment,3,3,6,Unfurnished,Resale,1380,9990000
other,Apartment,2,2,1,Unfurnished,Resale,727,3799999
other,Apartment,2,2,1,Semi-Furnished,Resale,1200,7710000
other,Apartment,2,2,1,Unfurnished,Resale,850,5000000
other,Apartment,2,3,4,Unfurnished,Resale,1146,4500000
other,Apartment,2,2,1,Semi-Furnished,Resale,1015,6200000
other,Apartment,3,3,4,Furnished,Resale,1771,12000000
other,Apartment,2,2,2,Semi-Furnished,Resale,1200,4500000
other,Residential House,3,2,1,Unfurnished,Resale,1260,7500000
other,Apartment,2,2,2,Semi-Furnished,Resale,1000,4250000
other,Apartment,2,2,1,Furnished,Resale,810,4000000
other,Apartment,2,2,4,Unfurnished,Resale,1010,6700000
other,Apartment,2,2,4,Furnished,Resale,1120,5000000
other,Builder Floor Apartment,2,2,4,Furnished,New Property,1030,5500000
other,Apartment,2,2,0,Semi-Furnished,Resale,900,3800000
other,Apartment,2,2,1,Semi-Furnished,Resale,800,5000000
other,Residential House,2,2,0,Furnished,Resale,1800,8500000
other,Apartment,2,2,3,Semi-Furnished,Resale,1255,5500000
other,Apartment,3,3,3,Furnished,Resale,1250,7700000
other,Apartment,2,2,0,Unfurnished,Resale,965,4100000
other,Apartment,2,2,1,Unfurnished,New Property,1250,5900000
other,Apartment,2,2,3,Unfurnished,Resale,760,4500000
other,Apartment,2,2,5,Unfurnished,Resale,940,6500000
other,Apartment,2,2,1,Furnished,Resale,1023,4300000
other,Apartment,3,3,2,Unfurnished,Resale,1480,8200000
other,Apartment,2,2,4,Semi-Furnished,Resale,1050,6500000
other,Apartment,2,2,3,Unfurnished,Resale,900,4600000
other,Residential House,2,3,0,Unfurnished,Resale,1300,6000000
other,Residential House,1,2,1,Unfurnished,Resale,891,5200000
other,Apartment,2,2,2,Semi-Furnished,Resale,1080,4875000
other,Apartment,2,2,1,Semi-Furnished,New Property,750,4000000
other,Residential House,1,1,0,Unfurnished,Resale,600,3000000
other,Apartment,2,2,2,Unfurnished,Resale,830,3000000
other,Apartment,2,2,3,Unfurnished,Resale,900,4000000
other,Apartment,3,3,4,Furnished,Resale,1550,8250000
other,Apartment,1,1,3,Furnished,New Property,542,3400000
other,Apartment,2,2,1,Semi-Furnished,New Property,945,4500000
other,Apartment,2,2,1,Unfurnished,Resale,900,4800000
other,Apartment,3,3,7,Unfurnished,Resale,1600,10025900
other,Residential House,3,2,0,Unfurnished,Resale,1250,6900000
other,Apartment,2,2,1,Unfurnished,Resale,1030,3700000
