locality,property_type,bathrooms,bedrooms2,floor,furnished_status,brand_new,sqft,price
"King Koti, Hyderguda",Apartment,2,2,1,Furnished,Resale,697,3500000
"King Koti, Hyderguda",Apartment,2,2,4,Semi-Furnished,Resale,1085,4000000
Kistareddypet,Builder Floor Apartment,2,2,3,Unfurnished,Resale,1200,4200000
Kistareddypet,Apartment,2,2,2,Unfurnished,Resale,1065,4000000
Kistareddypet,Apartment,2,2,2,Unfurnished,Resale,1080,3800000
Kistareddypet,Apartment,2,2,3,Unfurnished,Resale,1130,3300000
Kistareddypet,Apartment,2,2,2,Unfurnished,Resale,1020,3600005
Kistareddypet,Apartment,2,2,0,Unfurnished,New Property,1335,4600000
Kistareddypet,Apartment,2,2,3,Unfurnished,Resale,1050,3900000
Kistareddypet,Apartment,2,2,3,Semi-Furnished,Resale,1130,3600000
Kistareddypet,Apartment,2,2,2,Semi-Furnished,Resale,1050,3400000
Kistareddypet,Apartment,2,2,2,Unfurnished,New Property,1023,3400000
Kistareddypet,Apartment,2,2,1,Unfurnished,New Property,950,3400000
Kistareddypet,Apartment,2,2,2,Furnished,Resale,1065,4200000
Kistareddypet,Apartment,2,2,3,Semi-Furnished,New Property,900,3900420
Kistareddypet,Apartment,2,2,1,Unfurnished,Resale,1050,3500000
Kistareddypet,Builder Floor Apartment,2,2,3,Unfurnished,Resale,940,2800000
Kistareddypet,Apartment,2,2,3,Unfurnished,Resale,1200,4000000
Kistareddypet,Apartment,2,2,3,Unfurnished,New Property,1050,4000000
Kistareddypet,Apartment,2,2,2,Unfurnished,New Property,900,3350000
Kistareddypet,Builder Floor Apartment,1,1,3,Semi-Furnished,Resale,747,2099000
Kistareddypet,Residential House,3,3,2,Unfurnished,New Property,1700,6500000
"Kokapet, Outer Ring Road",Apartment,3,3,2,Unfurnished,New Property,1815,9980685
"Kokapet, Outer Ring Road",Apartment,3,3,4,Unfurnished,Resale,1640,10500000
"Kokapet, Outer Ring Road",Apartment,3,3,6,Unfurnished,New Property,2130,12489370
"Kokapet, Outer Ring Road",Apartment,3,3,10,Unfurnished,New Property,1500,11800000
"Kokapet, Outer Ring Road",Apartment,3,3,0,Unfurnished,New Property,1950,13065000
"Kokapet, Outer Ring Road",Apartment,2,3,4,Unfurnished,Resale,1507,8589900
"Kokapet, Outer Ring Road",Apartment,2,2,1,Semi-Furnished,New Property,1287,10300000
"Kokapet, Outer Ring Road",Apartment,3,3,3,Unfurnished,Resale,1797,11850000
"Kokapet, Outer Ring Road",Apartment,3,3,0,Furnished,Resale,1685,14000000
"Kokapet, Outer Ring Road",Apartment,3,3,12,Unfurnished,Resale,1650,11000000
"Kokapet, Outer Ring Road",Apartment,3,3,25,Unfurnished,Resale,1769,13500000
"Kokapet, Outer Ring Road",Apartment,3,3,3,Semi-Furnished,Resale,1800,12000000
"Kokapet, Outer Ring Road",Apartment,3,3,3,Semi-Furnished,Resale,1780,11000000
"Kokapet, Outer Ring Road",Apartment,3,3,15,Semi-Furnished,New Property,2040,11000000
"Kokapet, Outer Ring Road",Apartment,3,3,1,Unfurnished,New Property,1555,10107500
"Kokapet, Outer Ring Road",Apartment,3,3,6,Unfurnished,Resale,1770,12000000
"Kokapet, Outer Ring Road",Apartment,2,3,9,Semi-Furnished,Resale,1540,10010000
"Kokapet, Outer Ring Road",Apartment,3,3,0,Unfurnished,Resale,1945,14500000
"Kokapet, Outer Ring Road",Apartment,2,3,1,Semi-Furnished,Resale,1445,11500000
"Kokapet, Outer Ring Road",Apartment,2,2,1,Furnished,Resale,1190,7500000
"Kokapet, Outer Ring Road",Apartment,2,2,9,Unfurnished,Resale,1345,8939000
"Kokapet, Outer Ring Road",Apartment,2,3,1,Unfurnished,Resale,1400,8800000
"Kokapet, Outer Ring Road",Apartment,3,3,1,Furnished,Resale,1780,10500000
"Kokapet, Outer Ring Road",Apartment,3,3,3,Unfurnished,Resale,1945,14500000
"Kokapet, Outer Ring Road",Apartment,3,3,3,Unfurnished,Resale,1900,13500000
"Kokapet, Outer Ring Road",Apartment,3,3,8,Unfurnished,Resale,1908,11200000
"Kokapet, Outer Ring Road",Apartment,3,3,6,Unfurnished,Resale,1650,12000000
"Kokapet, Outer Ring Road",Apartment,3,3,3,Semi-Furnished,Resale,2095,14000000
"Kokapet, Outer Ring Road",Apartment,3,3,5,Unfurnished,Resale,1530,9333000
"Kokapet, Outer Ring Road",Apartment,3,3,3,Unfurnished,New Property,1640,9020000
"Kokapet, Outer Ring Road",Apartment,3,3,5,Semi-Furnished,Resale,1900,11500000
"Kokapet, Outer Ring Road",Apartment,3,3,1,Unfurnished,Resale,1760,14000000
"Kokapet, Outer Ring Road",Apartment,2,3,5,Furnished,New Property,1400,11000000
"Kokapet, Outer Ring Road",Apartment,2,2,1,Semi-Furnished,Resale,1250,7900000
"Kokapet, Outer Ring Road",Apartment,3,3,8,Unfurnished,New Property,1610,12000000
"Kokapet, Outer Ring Road",Apartment,3,3,3,Semi-Furnished,Resale,1800,12000000
"Kokapet, Outer Ring Road",Apartment,2,2,4,Furnished,Resale,1320,7900000
"Kokapet, Outer Ring Road",Apartment,3,3,6,Unfurnished,Resale,1600,10000000
"Kokapet, Outer Ring Road",Apartment,2,2,2,Semi-Furnished,Resale,1221,6849200
"Kokapet, Outer Ring Road",Apartment,2,2,1,Unfurnished,New Property,1325,7286175
"Kollur, Outer Ring Road",Apartment,3,3,5,Semi-Furnished,New Property,1665,6826500
"Kollur, Outer Ring Road",Apartment,2,2,2,Unfurnished,New Property,1080,4320000
"Kollur, Outer Ring Road",Apartment,2,2,17,Unfurnished,Resale,1250,4998750
"Kollur, Outer Ring Road",Apartment,2,2,10,Unfurnished,New Property,975,4000000
"Kollur, Outer Ring Road",Apartment,2,2,11,Unfurnished,New Property,1240,5200000
"Kollur, Outer Ring Road",Apartment,3,3,2,Unfurnished,Resale,2000,10000000
"Kollur, Outer Ring Road",Apartment,3,3,1,Semi-Furnished,Resale,1425,4420000
"Kollur, Outer Ring Road",Apartment,3,3,2,Unfurnished,New Property,1550,7245000
"Kollur, Outer Ring Road",Apartment,3,3,10,Semi-Furnished,New Property,1750,5982000
"Kollur, Outer Ring Road",Apartment,2,2,5,Unfurnished,New Property,995,4167400
"Kollur, Outer Ring Road",Apartment,2,2,4,Unfurnished,Resale,857,3200000
"Kollur, Outer Ring Road",Apartment,3,3,0,Unfurnished,Resale,1138,3500000
"Kollur, Outer Ring Road",Apartment,2,2,10,Semi-Furnished,Resale,950,3509000
"Kollur, Outer Ring Road",Apartment,2,2,2,Unfurnished,New Property,950,3555000
"Kollur, Outer Ring Road",Apartment,2,2,14,Unfurnished,Resale,1000,4750000
"Kollur, Outer Ring Road",Apartment,3,3,13,Unfurnished,Resale,1665,8000000
"Kollur, Outer Ring Road",Apartment,2,2,2,Unfurnished,Resale,1295,5000000
"Kollur, Outer Ring Road",Apartment,2,2,13,Semi-Furnished,Resale,900,4500000
"Kollur, Outer Ring Road",Apartment,3,3,15,Semi-Furnished,Resale,1102,5000000
"Kollur, Outer Ring Road",Apartment,2,2,1,Unfurnished,Resale,1250,5000000
"Kollur, Outer Ring Road",Apartment,3,3,9,Unfurnished,Resale,2000,8500000
"Kollur, Outer Ring Road",Apartment,2,2,10,Unfurnished,New Property,1250,5000000
"Kollur, Outer Ring Road",Apartment,2,3,17,Furnished,New Property,1800,6198000
"Kollur, Outer Ring Road",Apartment,2,2,4,Unfurnished,New Property,1100,4748750
"Kollur, Outer Ring Road",Apartment,3,2,17,Semi-Furnished,Resale,819,3500000
"Kollur, Outer Ring Road",Apartment,2,3,1,Unfurnished,Resale,1550,5140000
"Kollur, Outer Ring Road",Apartment,3,3,1,Unfurnished,New Property,1400,5100000
"Kollur, Outer Ring Road",Apartment,2,2,1,Unfurnished,New Property,1250,4700000
"Kollur, Outer Ring Road",Apartment,2,2,0,Unfurnished,Resale,1250,5000000
"Kollur, Outer Ring Road",Apartment,2,2,5,Unfurnished,Resale,1200,3750000
"Kollur, Outer Ring Road",Apartment,2,2,0,Semi-Furnished,Resale,819,3742830
"Kollur, Outer Ring Road",Apartment,2,2,4,Unfurnished,New Property,1250,5623750
"Kollur, Outer Ring Road",Apartment,2,2,17,Unfurnished,Resale,1225,6000000
"Kollur, Outer Ring Road",Apartment,3,3,6,Unfurnished,Resale,1665,5628000
"Kollur, Outer Ring Road",Apartment,3,3,6,Semi-Furnished,New Property,1445,5855725
"Kollur, Outer Ring Road",Apartment,3,3,15,Unfurnished,Resale,1950,7000000
"Kollur, Outer Ring Road",Apartment,3,3,18,Semi-Furnished,Resale,1500,6398000
"Kollur, Outer Ring Road",Apartment,2,2,15,Unfurnished,Resale,832,2910960
"Kollur, Outer Ring Road",Apartment,3,3,1,Unfurnished,Resale,2000,8500000
"Kollur, Outer Ring Road",Apartment,3,3,6,Unfurnished,Resale,1665,6500000
"Kollur, Outer Ring Road",Apartment,2,2,2,Unfurnished,Resale,1240,4000000
Kompally,Apartment,2,2,4,Unfurnished,Resale,842,4500000
Kompally,Apartment,2,2,1,Unfurnished,Resale,1120,4500000
Kompally,Apartment,3,3,8,Semi-Furnished,Resale,1700,7200000
Kompally,Apartment,3,3,5,Semi-Furnished,Resale,1664,7950000
Kompally,Apartment,2,2,3,Unfurnished,Resale,842,4360000
Kompally,Apartment,2,1,4,Unfurnished,Resale,784,4600000
Kompally,Apartment,2,2,4,Unfurnished,New Property,1290,5416710
Kompally,Apartment,3,3,2,Unfurnished,New Property,1358,6543600
Kompally,Apartment,2,2,2,Unfurnished,New Property,1000,4500000
Kompally,Apartment,3,3,0,Unfurnished,New Property,1900,7365395
Kompally,Apartment,3,3,1,Semi-Furnished,Resale,1812,7500000
Kompally,Apartment,3,3,5,Semi-Furnished,Resale,1910,8800000
Kompally,Apartment,3,3,5,Furnished,Resale,1650,9500000
Kompally,Apartment,2,2,4,Unfurnished,Resale,1240,6000000
Kompally,Apartment,3,3,3,Unfurnished,Resale,1395,8000000
Kompally,Apartment,3,3,5,Unfurnished,Resale,1685,7900000
Kompally,Apartment,2,2,4,Unfurnished,Resale,1250,6300000
Kompally,Builder Floor Apartment,3,3,3,Unfurnished,Resale,1668,8400000
Kompally,Apartment,2,2,4,Unfurnished,Resale,1252,5900000
Kompally,Apartment,2,2,1,Unfurnished,Resale,963,4690000
Kompally,Apartment,3,3,5,Semi-Furnished,Resale,1650,8000000
Kompally,Apartment,2,2,2,Furnished,Resale,1160,5890000
Kompally,Apartment,2,2,2,Semi-Furnished,Resale,1060,5500000
Kompally,Apartment,2,2,3,Unfurnished,New Property,1181,4654000
Kompally,Apartment,2,2,6,Unfurnished,Resale,1017,5085000
Kompally,Apartment,2,2,4,Unfurnished,Resale,842,4800000
Kompally,Apartment,2,2,1,Semi-Furnished,Resale,1340,7000000
Kompally,Apartment,2,2,3,Unfurnished,Resale,1200,5600000
Kompally,Apartment,2,3,9,Unfurnished,Resale,1665,9300000
Kompally,Apartment,2,2,2,Unfurnished,Resale,1345,6900000
Kompally,Apartment,2,3,3,Furnished,Resale,1440,7000000
Kompally,Apartment,2,2,1,Unfurnished,Resale,1200,5950000
Kompally,Apartment,3,3,1,Unfurnished,Resale,1395,7000000
Kompally,Apartment,2,2,2,Unfurnished,New Property,1120,4480000
Kompally,Builder Floor Apartment,2,3,4,Unfurnished,Resale,1425,6960000
Kompally,Apartment,2,2,1,Furnished,New Property,900,5000000
Kompally,Apartment,4,4,5,Unfurnished,Resale,2517,12000000
Kompally,Apartment,2,2,2,Unfurnished,Resale,900,4500000
Kompally,Apartment,3,3,4,Unfurnished,Resale,1810,7800000
Kompally,Apartment,2,2,5,Unfurnished,Resale,1175,5640000
Kompally,Apartment,2,2,1,Semi-Furnished,Resale,1160,4500000
Kompally,Apartment,3,3,2,Unfurnished,New Property,1700,7600000
Kompally,Apartment,3,3,1,Semi-Furnished,New Property,1850,10175000
Kompally,Apartment,2,2,4,Unfurnished,New Property,1270,5500000
Kompally,Apartment,2,2,3,Furnished,Resale,933,4500000
Kompally,Apartment,2,2,2,Unfurnished,Resale,1450,5798550
Kompally,Apartment,2,3,3,Unfurnished,Resale,2180,10900000
Kompally,Builder Floor Apartment,3,3,2,Semi-Furnished,Resale,1550,7500000
Kompally,Apartment,2,3,1,Furnished,Resale,1130,4500000
Kompally,Apartment,3,3,1,Unfurnished,New Property,1800,8500000
Kompally,Apartment,2,2,4,Unfurnished,Resale,800,4200000
Kompally,Apartment,2,2,5,Unfurnished,Resale,1175,6227500
Kompally,Builder Floor Apartment,1,1,0,Semi-Furnished,Resale,600,2400000
Kompally,Apartment,2,2,2,Semi-Furnished,Resale,1000,4500000
Kompally,Apartment,2,2,8,Unfurnished,Resale,950,4275000
Kompally,Apartment,3,3,1,Furnished,Resale,1680,9000000
Kompally,Apartment,2,2,4,Unfurnished,Resale,1125,6500000
Kompally,Apartment,2,2,3,Unfurnished,Resale,1250,6100000
Kompally,Apartment,2,2,3,Unfurnished,Resale,1250,5000000
Kompally,Apartment,3,3,7,Unfurnished,Resale,1300,7430000
Kompally,Apartment,2,2,9,Furnished,Resale,1459,6500000
Kompally,Apartment,2,2,2,Unfurnished,Resale,1140,4600000
Kompally,Apartment,2,2,4,Unfurnished,Resale,1100,5100000
Kompally,Apartment,3,4,3,Semi-Furnished,Resale,2098,9500000
Kompally,Builder Floor Apartment,2,2,1,Semi-Furnished,Resale,1100,5800000
Kompally,Apartment,2,2,2,Unfurnished,Resale,1295,6500000
Kompally,Apartment,3,3,2,Unfurnished,Resale,1200,7000000
Kompally,Apartment,3,3,2,Unfurnished,Resale,1388,5829600
Kompally,Apartment,1,1,3,Furnished,Resale,615,3100000
Kompally,Apartment,2,2,3,Unfurnished,Resale,1200,5500000
Kompally,Apartment,3,4,3,Semi-Furnished,Resale,2106,9000000
Kompally,Apartment,3,3,3,Unfurnished,Resale,1720,8000000
Kompally,Apartment,2,2,0,Furnished,Resale,1168,5700000
Kompally,Apartment,3,3,2,Furnished,Resale,1799,9000000
Kompally,Apartment,3,3,3,Semi-Furnished,Resale,1600,8500000
Kompally,Apartment,2,2,5,Semi-Furnished,Resale,1008,4500000
Kompally,Apartment,2,2,3,Semi-Furnished,Resale,820,4300000
Kompally,Apartment,4,4,4,Unfurnished,Resale,3200,14500000
Kompally,Residential House,4,4,2,Unfurnished,Resale,2400,13500000
Kompally,Apartment,3,3,4,Furnished,Resale,1837,9000000
Kompally,Apartment,2,2,2,Unfurnished,Resale,1180,5700000
Kompally,Apartment,2,3,5,Unfurnished,Resale,1090,4200000
Kompally,Apartment,3,3,10,Unfurnished,New Property,1205,5200000
Kompally,Apartment,3,4,1,Unfurnished,Resale,1970,7500000
Kompally,Apartment,2,2,5,Unfurnished,Resale,842,4600000
Kompally,Apartment,2,2,3,Semi-Furnished,New Property,1025,5600000
Kompally,Apartment,2,2,2,Unfurnished,New Property,902,4167000
Kompally,Apartment,2,2,8,Unfurnished,Resale,1610,7245000
Kompally,Apartment,2,2,5,Unfurnished,Resale,1260,6500000
Kompally,Residential House,4,4,0,Unfurnished,Resale,3300,13500000
Kompally,Apartment,3,3,5,Unfurnished,Resale,1764,7000000
Kompally,Apartment,3,3,2,Unfurnished,Resale,1660,7800000
Kompally,Apartment,3,3,5,Unfurnished,New Property,1409,7185000
Kompally,Apartment,2,3,5,Semi-Furnished,Resale,1260,6500000
Kompally,Apartment,2,2,3,Semi-Furnished,Resale,1050,4800000
Kompally,Builder Floor Apartment,2,2,3,Unfurnished,Resale,800,3300000
Kompally,Apartment,1,1,4,Semi-Furnished,Resale,652,3500000
Kompally,Apartment,3,3,3,Semi-Furnished,New Property,1395,7300000
Kompally,Apartment,3,3,4,Unfurnished,Resale,1620,9000000
Kompally,Apartment,3,3,5,Unfurnished,Resale,1450,6200000
Kompally,Apartment,2,2,4,Unfurnished,Resale,1280,5500000
Kompally,Apartment,1,2,4,Semi-Furnished,Resale,1000,4200000
Kompally,Apartment,2,2,3,Furnished,Resale,1050,4400000
Kompally,Apartment,3,3,2,Semi-Furnished,Resale,1735,7800000
Kompally,Apartment,3,3,0,Semi-Furnished,Resale,1677,8000000
Kompally,Apartment,2,2,3,Unfurnished,Resale,980,5600000
Kompally,Apartment,3,3,4,Semi-Furnished,New Property,1500,8500000
Kompally,Apartment,2,2,1,Unfurnished,Resale,1050,4500000
Kompally,Apartment,2,2,4,Unfurnished,Resale,1000,4200000
Kompally,Apartment,3,3,3,Semi-Furnished,Resale,1441,5600000
Kompally,Apartment,2,2,5,Unfurnished,Resale,1200,6000000
Kompally,Apartment,2,2,3,Unfurnished,Resale,633,2500000
Kompally,Builder Floor Apartment,3,3,2,Furnished,Resale,1300,5000000
Kompally,Apartment,2,2,6,Unfurnished,Resale,1050,4000000
Kompally,Apartment,2,2,4,Unfurnished,Resale,994,4000000
Kompally,Apartment,2,2,3,Unfurnished,New Property,842,4000000
Kondapur,Apartment,2,2,3,Unfurnished,Resale,1125,6900000
Kondapur,Apartment,3,3,1,Unfurnished,Resale,1488,8200000
Kondapur,Apartment,3,3,3,Semi-Furnished,Resale,1405,11000000
Kondapur,Apartment,3,3,5,Unfurnished,Resale,1828,11000000
Kondapur,Apartment,2,2,15,Unfurnished,Resale,1450,11165000
Kondapur,Apartment,3,3,2,Semi-Furnished,Resale,1643,12500000
Kondapur,Apartment,2,2,4,Furnished,New Property,1290,7600000
Kondapur,Apartment,3,3,4,Semi-Furnished,Resale,1600,8500000
Kondapur,Apartment,3,3,4,Unfurnished,Resale,1545,11000000
Kondapur,Apartment,3,3,0,Semi-Furnished,New Property,1296,9440000
Kondapur,Apartment,3,3,1,Semi-Furnished,New Property,1800,14000000
Kondapur,Apartment,3,3,4,Unfurnished,New Property,1300,9164000
Kondapur,Apartment,4,4,4,Furnished,New Property,2000,14000000
Kondapur,Apartment,3,3,5,Unfurnished,Resale,1595,11000000
Kondapur,Apartment,2,2,2,Semi-Furnished,Resale,1200,6700000
Kondapur,Apartment,3,3,4,Furnished,New Property,1500,10000000
Kondapur,Apartment,3,3,1,Semi-Furnished,Resale,2232,13000000
Kondapur,Apartment,3,3,5,Semi-Furnished,Resale,1593,12000000
Kondapur,Residential House,3,3,1,Semi-Furnished,Resale,1800,12200000
Kondapur,Apartment,2,2,3,Unfurnished,Resale,950,7500000
Kondapur,Apartment,3,3,3,Semi-Furnished,Resale,1600,10200000
Kondapur,Apartment,2,2,5,Furnished,Resale,1370,8400000
Kondapur,Apartment,3,3,3,Semi-Furnished,New Property,1660,12000000
Kondapur,Apartment,3,3,0,Unfurnished,Resale,1818,10200000
Kondapur,Apartment,3,3,1,Semi-Furnished,Resale,1445,8250000
Kondapur,Apartment,3,3,4,Furnished,New Property,1604,10000000
Kondapur,Apartment,3,3,5,Furnished,Resale,1541,11500000
Kondapur,Apartment,3,3,4,Furnished,Resale,1710,13000000
Kondapur,Apartment,3,3,3,Unfurnished,Resale,1560,9800000
Kondapur,Apartment,2,2,2,Unfurnished,New Property,1050,7380000
Kondapur,Apartment,2,2,5,Semi-Furnished,New Property,900,7200000
Kondapur,Apartment,2,2,2,Semi-Furnished,Resale,1200,7000000
Kondapur,Apartment,3,3,5,Unfurnished,Resale,1580,8848000
Kondapur,Apartment,3,3,1,Furnished,Resale,1825,13000000
Kondapur,Apartment,2,2,1,Unfurnished,Resale,1126,8800000
Kondapur,Apartment,3,3,2,Semi-Furnished,Resale,1880,13000000
Kondapur,Apartment,2,2,2,Furnished,Resale,1212,8000000
Kondapur,Apartment,3,3,2,Semi-Furnished,Resale,1800,13000000
Kondapur,Apartment,3,3,1,Semi-Furnished,Resale,1840,12000000
Kondapur,Apartment,3,3,2,Semi-Furnished,Resale,2100,12500000
Kondapur,Apartment,2,2,4,Unfurnished,Resale,900,5650000
Kondapur,Apartment,3,3,4,Unfurnished,Resale,1160,7800000
Kondapur,Apartment,2,2,4,Semi-Furnished,Resale,1200,6800000
Kondapur,Apartment,2,3,1,Furnished,Resale,1385,7500000
Kondapur,Apartment,3,3,4,Semi-Furnished,Resale,1600,8500000
Kondapur,Apartment,2,2,2,Unfurnished,Resale,1200,6900000
Kondapur,Apartment,2,3,1,Unfurnished,Resale,1600,9000000
Kondapur,Residential House,3,3,2,Furnished,Resale,1800,9720000
Kondapur,Apartment,2,2,3,Unfurnished,Resale,1100,6500000
Kondapur,Apartment,3,3,5,Semi-Furnished,Resale,1400,8900000
Kondapur,Apartment,2,3,4,Unfurnished,New Property,1469,9500000
Kondapur,Apartment,2,2,2,Unfurnished,Resale,1210,6200000
Kondapur,Apartment,2,2,5,Semi-Furnished,Resale,1110,6500000
Kondapur,Builder Floor Apartment,3,3,2,Unfurnished,New Property,1500,9200000
Kondapur,Apartment,3,3,5,Semi-Furnished,Resale,1650,9000000
Kondapur,Apartment,4,3,10,Unfurnished,Resale,1800,10000000
Kondapur,Apartment,2,2,5,Semi-Furnished,Resale,1265,9500000
Kondapur,Apartment,3,3,2,Unfurnished,Resale,1530,8900000
Kondapur,Apartment,2,3,10,Semi-Furnished,Resale,1700,12000000
Kondapur,Apartment,2,2,3,Furnished,Resale,1400,10000000
Kondapur,Builder Floor Apartment,2,2,3,Unfurnished,Resale,1055,6200000
Kondapur,Apartment,3,3,5,Furnished,Resale,1525,11000000
Kondapur,Apartment,3,3,5,Unfurnished,Resale,1450,7500000
Kondapur,Apartment,3,3,2,Unfurnished,Resale,1500,10000000
Kondapur,Apartment,2,2,2,Semi-Furnished,Resale,800,6500000
Kondapur,Apartment,2,2,4,Semi-Furnished,Resale,1360,7800000
Kondapur,Apartment,2,2,5,Furnished,Resale,1175,6500000
Kondapur,Apartment,2,2,5,Unfurnished,Resale,1500,10000000
Kondapur,Apartment,3,3,8,Unfurnished,Resale,1800,12000000
Kondapur,Apartment,3,3,3,Semi-Furnished,Resale,1476,11000000
Kondapur,Apartment,2,3,1,Semi-Furnished,Resale,1480,10000000
Kondapur,Apartment,3,3,2,Furnished,Resale,1675,9500000
Kondapur,Apartment,2,2,1,Furnished,Resale,1050,7200000
Kondapur,Apartment,3,3,19,Unfurnished,Resale,1775,12500000
Kondapur,Apartment,3,3,5,Semi-Furnished,Resale,1908,13000000
Kondapur,Apartment,4,4,5,Semi-Furnished,Resale,1600,9600000
Kondapur,Apartment,2,2,3,Semi-Furnished,Resale,1119,8600000
Kondapur,Builder Floor Apartment,2,2,1,Unfurnished,Resale,1200,6800000
Kondapur,Apartment,2,2,4,Semi-Furnished,Resale,1150,7500000
Kondapur,Apartment,3,3,17,Unfurnished,Resale,1595,12000000
Kondapur,Apartment,3,3,2,Unfurnished,Resale,1560,11000000
Kondapur,Apartment,2,2,1,Unfurnished,Resale,1200,8510000
Kondapur,Apartment,3,3,1,Semi-Furnished,Resale,2130,13000000
Kondapur,Apartment,3,3,0,Semi-Furnished,Resale,1501,10700000
Kondapur,Apartment,3,3,2,Unfurnished,Resale,1695,11500000
Kondapur,Apartment,3,3,2,Unfurnished,Resale,1440,8300000
Kondapur,Apartment,3,3,3,Unfurnished,Resale,1350,8100000
Kondapur,Apartment,2,2,4,Semi-Furnished,New Property,1016,6500000
Kondapur,Apartment,2,2,3,Unfurnished,New Property,1247,7000000
Kondapur,Apartment,2,2,3,Unfurnished,Resale,1250,8100000
Kondapur,Apartment,3,3,4,Unfurnished,Resale,1700,11000000
Kondapur,Builder Floor Apartment,3,3,6,Furnished,Resale,1540,8500000
Kondapur,Apartment,3,3,0,Furnished,Resale,1487,9800000
Kondapur,Apartment,3,3,2,Furnished,Resale,1528,9800000
Kondapur,Apartment,2,2,4,Semi-Furnished,Resale,1295,7900000
Kondapur,Apartment,2,2,3,Furnished,New Property,1200,6950000
Kondapur,Apartment,2,2,5,Semi-Furnished,Resale,1300,7500000
Kondapur,Apartment,2,2,1,Unfurnished,Resale,1200,7000000
Kondapur,Apartment,2,2,3,Unfurnished,Resale,1185,7900000
Kondapur,Apartment,3,3,2,Unfurnished,New Property,1248,7488000
Kondapur,Apartment,3,3,3,Furnished,New Property,1750,12000000
Kondapur,Apartment,2,2,1,Semi-Furnished,Resale,1190,7500000
Kondapur,Apartment,3,3,19,Unfurnished,Resale,1710,9500000
Kondapur,Apartment,3,3,5,Furnished,Resale,2500,14000000
Kondapur,Apartment,2,2,4,Unfurnished,Resale,1155,6800000
Kondapur,Apartment,3,3,4,Furnished,Resale,1496,12000000
Kondapur,Apartment,2,2,1,Furnished,New Property,900,6900000
Kondapur,Apartment,2,2,3,Semi-Furnished,Resale,1250,8000000
Kondapur,Apartment,2,2,2,Unfurnished,Resale,1225,8000000
Kondapur,Apartment,2,2,3,Furnished,Resale,1200,7900000
Kondapur,Apartment,2,2,10,Unfurnished,Resale,1433,9500000
Kondapur,Apartment,3,3,5,Semi-Furnished,Resale,1913,13000000
Kondapur,Apartment,2,2,5,Unfurnished,Resale,1080,6150000
Kondapur,Apartment,1,2,2,Furnished,Resale,660,3750000
Kondapur,Apartment,2,2,5,Unfurnished,Resale,1089,8200000
Kondapur,Apartment,2,2,2,Unfurnished,Resale,1300,8400000
Kondapur,Apartment,2,2,1,Semi-Furnished,Resale,1141,8500000
Kondapur,Apartment,3,3,3,Furnished,Resale,1550,9300000
Kondapur,Apartment,3,3,3,Furnished,Resale,1925,12500000
Kondapur,Apartment,2,2,3,Unfurnished,Resale,800,5600000
Kondapur,Apartment,2,2,4,Unfurnished,Resale,1000,7500000
Kondapur,Apartment,2,3,5,Semi-Furnished,Resale,1555,8500000
Kondapur,Apartment,3,3,4,Furnished,Resale,2214,12500000
Kondapur,Apartment,3,3,3,Unfurnished,Resale,2461,14000000
Kondapur,Apartment,2,2,3,Furnished,Resale,1050,8500000
Kondapur,Apartment,3,3,6,Semi-Furnished,Resale,1453,9800000
Kondapur,Apartment,2,2,4,Semi-Furnished,Resale,1050,6500000
Kondapur,Apartment,3,3,1,Semi-Furnished,Resale,1400,7800000
Kondapur,Apartment,2,3,4,Furnished,Resale,1250,8500000
Kondapur,Apartment,2,2,3,Unfurnished,New Property,1000,6700000
Kondapur,Apartment,2,2,1,Unfurnished,New Property,1200,7000000
Kondapur,Apartment,2,2,5,Unfurnished,Resale,1002,6500000
Kondapur,Apartment,2,2,3,Unfurnished,Resale,1285,6940000
Kondapur,Apartment,3,3,2,Furnished,Resale,1570,10700000
Kondapur,Apartment,2,2,4,Furnished,Resale,1100,7200000
Kondapur,Apartment,3,3,3,Semi-Furnished,New Property,1600,9000000
Kondapur,Apartment,3,3,1,Furnished,Resale,1700,10500000
Kondapur,Apartment,3,3,4,Unfurnished,Resale,1950,11000000
Kondapur,Apartment,3,3,3,Unfurnished,Resale,1570,9200000
Kondapur,Apartment,3,3,2,Unfurnished,Resale,1407,10000000
Kondapur,Apartment,2,2,6,Semi-Furnished,Resale,958,7200000
Kondapur,Apartment,2,2,2,Furnished,Resale,850,7000000
Kondapur,Apartment,2,2,2,Unfurnished,Resale,990,7500000
Kondapur,Apartment,3,3,5,Unfurnished,Resale,1407,10000000
Kondapur,Apartment,3,3,3,Furnished,New Property,1500,10500000
Kondapur,Apartment,3,3,4,Semi-Furnished,Resale,1785,9900000
Kondapur,Apartment,2,3,4,Furnished,Resale,1248,9800000
Kondapur,Apartment,4,3,4,Furnished,New Property,2125,14000000
Kondapur,Apartment,3,3,3,Semi-Furnished,Resale,1600,12000000
Kondapur,Apartment,3,3,2,Unfurnished,Resale,1600,9300000
Kondapur,Apartment,2,2,5,Semi-Furnished,Resale,1110,7800000
Kondapur,Apartment,2,2,5,Unfurnished,Resale,1235,8400000
Kondapur,Apartment,3,3,1,Unfurnished,Resale,1140,8000000
Kondapur,Apartment,3,3,1,Unfurnished,New Property,1900,12000000
Kondapur,Apartment,3,3,7,Semi-Furnished,Resale,1623,13000000
Kondapur,Apartment,3,3,2,Furnished,Resale,1450,8000000
